GBD_Specimen_ID,BirdLife_name,Jetz_taxo,"Source (Museum, Field)",Specimen_Ring.Number,Collector,Sex,Juv,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Subspecies,Measurer,Publication
Coereba flaveola_73,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,14.1,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_74,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,13,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_75,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,,12.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_76,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,,NA,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_77,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Inmature,14.3,NA,3,3.7,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_78,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,10.4,NA,3.9,3.8,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_79,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,13.5,NA,4.5,4.3,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_8,Coereba flaveola,Coereba flaveola,MNCR,NA,,M,,NA,9.8,3,3.8,,AC,
Coereba flaveola_80,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,13.2,NA,3.7,3.6,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_81,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Inmature,12.1,NA,4.1,3.8,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_82,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,14.6,NA,3.1,3.6,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_83,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,15.4,NA,4,3.3,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_84,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,13,NA,3.8,3.6,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_85,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,11.5,NA,3.6,3.8,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_86,Coereba flaveola,Coereba flaveola,Field sample,NA,,M,Inmature,11.5,NA,4.1,3.9,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_87,Coereba flaveola,Coereba flaveola,Field sample,NA,,M,Adult,NA,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_88,Coereba flaveola,Coereba flaveola,Field sample,NA,,M,Adult,10.6,NA,3.3,4.4,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_89,Coereba flaveola,Coereba flaveola,Field sample,NA,,M,Adult,12.2,NA,3.9,4.2,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_9,Coereba flaveola,Coereba flaveola,FMNH,183919,,M,,NA,NA,NA,4,dispar,FAMC,
Coereba flaveola_90,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,11.1,NA,4.6,4,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_91,Coereba flaveola,Coereba flaveola,Field sample,NA,,U,Adult,10.9,NA,3.8,3.9,,LJCS,Cardona-Salazar et al. 2020
Coereba flaveola_92,Coereba flaveola,Coereba flaveola,UFPE,30,,U,,12.3,NA,NA,5.1,,VL,
Coereba flaveola_93,Coereba flaveola,Coereba flaveola,UFPE,183,,U,,12.1,NA,NA,4.2,,VL,
Coereba flaveola_94,Coereba flaveola,Coereba flaveola,UFPE,490,,M,,11.3,NA,NA,4.4,,VL,
Coereba flaveola_95,Coereba flaveola,Coereba flaveola,UFPE,556,,U,,11.6,NA,NA,4,,VL,
Coereba flaveola_96,Coereba flaveola,Coereba flaveola,UFPE,911,,U,,11.8,NA,NA,4.2,,VL,
Coereba flaveola_97,Coereba flaveola,Coereba flaveola,UFPE,1238,,F,,12.4,NA,NA,4,,VL,
Coereba flaveola_98,Coereba flaveola,Coereba flaveola,UFPE,1284,,M,,11.9,NA,NA,4.3,,VL,
Coereba flaveola_99,Coereba flaveola,Coereba flaveola,UFPE,1295,,M,,12.8,NA,NA,3.9,,VL,
Tiaris olivaceus_1,Tiaris olivaceus,Tiaris olivaceus,Field sample,0000-0000,CATIE mist-netting stations,U,,NA,6.7,4.3,5.7,,AMR,
Tiaris olivaceus_10,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06690,CATIE mist-netting stations,F,,NA,6.5,4.5,6,,AMS,
Tiaris olivaceus_100,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Inmature,9.6,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_101,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,7.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_102,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,8.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_103,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Inmature,9.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_104,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Inmature,7.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_105,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Inmature,9.1,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_106,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,10.3,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_107,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,8.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_108,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,9.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_109,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,U,Inmature,9.6,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_11,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06692,CATIE mist-netting stations,U,,NA,7,5,6,,AMS,
Tiaris olivaceus_110,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Inmature,8.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_111,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,10.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_112,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,9.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_113,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,8.1,NA,3.9,5.8,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_114,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,U,Adult,7.5,NA,4.3,5.7,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_115,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,9.5,NA,4.4,5.9,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_116,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,NA,NA,3.5,3.7,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_117,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,U,Adult,9.4,NA,3.8,3.6,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_118,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,8.6,NA,4.6,5.5,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_119,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,9.6,NA,3.5,3.9,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_12,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06696,CATIE mist-netting stations,U,,NA,6.5,4,6,,AMS,
Tiaris olivaceus_120,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Inmature,7.9,NA,3.3,6.1,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_121,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.3,NA,4.2,6.5,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_122,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,8.9,NA,3.3,6.8,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_123,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Inmature,8.6,NA,3.5,5.9,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_124,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,8,NA,3.2,5.4,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_125,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,8.1,NA,3.1,6.2,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_126,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,11.5,NA,4.2,6.3,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_127,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,11,NA,3.9,5.8,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_128,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,8.9,NA,3.8,5.9,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_129,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.8,NA,4.4,6,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_13,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06715,CATIE mist-netting stations,M,,NA,7,4,6,,AMS,
Tiaris olivaceus_130,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,U,,NA,NA,6.3,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_14,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06727,CATIE mist-netting stations,M,,NA,7,4,5.5,,AMS,
Tiaris olivaceus_15,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06732,CATIE mist-netting stations,M,,NA,6.5,4,5,,AMS,
Tiaris olivaceus_16,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06739,CATIE mist-netting stations,M,,NA,7,4,6,,AMS,
Tiaris olivaceus_17,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06745,CATIE mist-netting stations,M,,NA,7,4,5.5,,AMS,
Tiaris olivaceus_18,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06749,CATIE mist-netting stations,M,,NA,6.5,3.9,7,,AMS,
Tiaris olivaceus_19,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06773,CATIE mist-netting stations,M,,NA,6.5,4,5.5,,AMS,
Tiaris olivaceus_2,Tiaris olivaceus,Tiaris olivaceus,Field sample,0000-0000,CATIE mist-netting stations,U,,NA,6.5,4.5,6,,AMS,
Tiaris olivaceus_20,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06781,CATIE mist-netting stations,M,,NA,7,4,5.5,,AMS,
Tiaris olivaceus_21,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06782,CATIE mist-netting stations,F,,NA,7,4,5.5,,AMS,
Tiaris olivaceus_22,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06791,CATIE mist-netting stations,U,,NA,7,4.5,5.5,,AMS,
Tiaris olivaceus_23,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06810,CATIE mist-netting stations,F,,NA,7.5,4,5.5,,AMS,
Tiaris olivaceus_24,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06811,CATIE mist-netting stations,M,,NA,7,4.5,5.5,,AMS,
Tiaris olivaceus_25,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06813,CATIE mist-netting stations,M,,NA,7,4,5.5,,AMS,
Tiaris olivaceus_26,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06817,CATIE mist-netting stations,F,,NA,7,4,6,,AMS,
Tiaris olivaceus_27,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06819,CATIE mist-netting stations,M,,NA,7,4,6,,AMS,
Tiaris olivaceus_28,Tiaris olivaceus,Tiaris olivaceus,Field sample,A07322,CATIE mist-netting stations,U,,NA,6.8,4.2,5.8,,AMS,
Tiaris olivaceus_29,Tiaris olivaceus,Tiaris olivaceus,Field sample,A07331,CATIE mist-netting stations,U,,NA,6.7,4.5,5.4,,AMS,
Tiaris olivaceus_3,Tiaris olivaceus,Tiaris olivaceus,Field sample,0000-0000,CATIE mist-netting stations,U,,NA,7,4.5,6,,AMS,
Tiaris olivaceus_30,Tiaris olivaceus,Tiaris olivaceus,Field sample,A17016,CATIE mist-netting stations,M,,NA,6.5,4,5.6,,AMS,
Tiaris olivaceus_31,Tiaris olivaceus,Tiaris olivaceus,Field sample,A17077,CATIE mist-netting stations,U,,NA,6.9,3.9,5.8,,AMR,
Tiaris olivaceus_32,Tiaris olivaceus,Tiaris olivaceus,Field sample,A17123,CATIE mist-netting stations,M,,NA,6.9,4,5.9,,AMR,
Tiaris olivaceus_33,Tiaris olivaceus,Tiaris olivaceus,MNCR,NA,,M,-,NA,6.3,5.1,6.2,,AC,
Tiaris olivaceus_34,Tiaris olivaceus,Tiaris olivaceus,MNCR,NA,,M,-,NA,6.8,3.9,6,,AC,
Tiaris olivaceus_35,Tiaris olivaceus,Tiaris olivaceus,MNCR,NA,,M,-,NA,6,4,6.2,,AC,
Tiaris olivaceus_36,Tiaris olivaceus,Tiaris olivaceus,MNCR,NA,,M,-,NA,6.1,4.3,5.9,,AC,
Tiaris olivaceus_37,Tiaris olivaceus,Tiaris olivaceus,MNCR,NA,,F,-,NA,6.8,4.5,5.9,,AC,
Tiaris olivaceus_38,Tiaris olivaceus,Tiaris olivaceus,MNCR,NA,,M,-,NA,6.9,4,6.3,,AC,
Tiaris olivaceus_39,Tiaris olivaceus,Tiaris olivaceus,MHN-UCa,NA,,M,,9.8,NA,4.2,5.8,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_4,Tiaris olivaceus,Tiaris olivaceus,Field sample,1-052,CATIE mist-netting stations,F,,NA,6.5,4.5,5.5,,AMS,
Tiaris olivaceus_40,Tiaris olivaceus,Tiaris olivaceus,MHN-UCa,NA,,M,,10.3,NA,4.5,5.6,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_41,Tiaris olivaceus,Tiaris olivaceus,MHN-UCa,NA,,F,Adult,9.2,NA,4.1,5.5,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_42,Tiaris olivaceus,Tiaris olivaceus,MHN-UCa,NA,,M,Adult,8.8,NA,3.9,5.7,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_43,Tiaris olivaceus,Tiaris olivaceus,MHN-UCa,NA,,U,,8.1,NA,4.3,5.5,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_44,Tiaris olivaceus,Tiaris olivaceus,NA,NA,,U,-,10.5,NA,NA,NA,,RR,Ricklefs 2017
Tiaris olivaceus_45,Tiaris olivaceus,Tiaris olivaceus,NHMUK,1885.12.14.627,,F,,10.3,6.5,3.8,4.7,olivacea,hm,
Tiaris olivaceus_46,Tiaris olivaceus,Tiaris olivaceus,NHMUK,1885.2.10.259,,F,,10.5,6.2,3.9,5.4,olivacea,hm,
Tiaris olivaceus_47,Tiaris olivaceus,Tiaris olivaceus,NHMUK,1892.1.12.2,,M,,10.7,6.6,3.7,5.3,olivacea,hm,
Tiaris olivaceus_48,Tiaris olivaceus,Tiaris olivaceus,NHMUK,1904.8.17.197,,M,,11.4,6.3,3.9,5.2,olivacea,hm,
Tiaris olivaceus_49,Tiaris olivaceus,Tiaris olivaceus,NHMUK,1905.10.14.29,,U,,10.8,NA,4.7,5.6,olivacea,GT,
Tiaris olivaceus_5,Tiaris olivaceus,Tiaris olivaceus,Field sample,A00153,CATIE mist-netting stations,M,,NA,7,4,6,,AMS,
Tiaris olivaceus_50,Tiaris olivaceus,Tiaris olivaceus,UCR,NA,,F,-,NA,5.6,3.9,6.5,,AC,
Tiaris olivaceus_51,Tiaris olivaceus,Tiaris olivaceus,UCR,NA,,F,-,NA,5.6,4.1,6.4,,AC,
Tiaris olivaceus_52,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,10.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_53,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.5,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_54,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,10.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_55,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Inmature,8.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_56,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_57,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,8.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_58,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,9.3,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_59,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,6.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_6,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06005,CATIE mist-netting stations,U,,NA,7,4,5.5,,AMR,
Tiaris olivaceus_60,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,8.3,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_61,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,6.3,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_62,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,6.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_63,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,9.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_64,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,9.5,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_65,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,8.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_66,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,9.1,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_67,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_68,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,8.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_69,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,9.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_7,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06006,CATIE mist-netting stations,M,,NA,7,4,6,,AMR,
Tiaris olivaceus_70,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_71,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,8.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_72,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,9.3,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_73,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,9.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_74,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,9.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_75,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,11.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_76,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,8.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_77,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,7.9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_78,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,7.6,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_79,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,9.5,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_8,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06008,CATIE mist-netting stations,M,,NA,7,4,6,,AMR,
Tiaris olivaceus_80,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,7.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_81,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,8.3,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_82,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,,9,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_83,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,8.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_84,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,U,,17.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_85,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,8.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_86,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,,9.6,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_87,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Inmature,8.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_88,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.1,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_89,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_9,Tiaris olivaceus,Tiaris olivaceus,Field sample,A06076,CATIE mist-netting stations,M,,NA,7.5,4.3,6,,AMS,
Tiaris olivaceus_90,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,10.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_91,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Inmature,8.1,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_92,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Inmature,10.4,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_93,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Inmature,8.1,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_94,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Inmature,8.1,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_95,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.2,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_96,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.7,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_97,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,9.8,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_98,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,F,Adult,7.6,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Tiaris olivaceus_99,Tiaris olivaceus,Tiaris olivaceus,Field sample,NA,,M,Adult,10,NA,NA,NA,,LJCS,Cardona-Salazar et al. 2020
Euneornis campestris_1,Euneornis campestris,Euneornis campestris,NA,NA,,U,-,15.9,NA,NA,NA,,RR,Ricklefs 2017
Euneornis campestris_2,Euneornis campestris,Euneornis campestris,NHMUK,1870.4.12.24,,F,,17.1,9.5,4.5,4.5,,HM,
Euneornis campestris_3,Euneornis campestris,Euneornis campestris,NHMUK,1884.7.31.208,,F,,15.5,9.8,4.5,4.8,,HM,
Euneornis campestris_4,Euneornis campestris,Euneornis campestris,NHMUK,1915.5.1.1097,,M,,16.5,9.8,4.3,4.6,,HM,
Euneornis campestris_5,Euneornis campestris,Euneornis campestris,NHMUK,1915.5.1.1098,,M,,16,9.5,4.9,4.7,,HM,
Euneornis campestris_6,Euneornis campestris,Euneornis campestris,NHMUK,84.7.31.207,,M,,14.9,NA,4.6,4.8,,GT,
Pyrrhulagra portoricensis_1,Pyrrhulagra portoricensis,Loxigilla portoricensis,NHMUK,1892.1.12.18,,M,,19,12.2,7.6,12.1,,HM,
Pyrrhulagra portoricensis_2,Pyrrhulagra portoricensis,Loxigilla portoricensis,NHMUK,1914.12.1.905,,M,,15.1,9.1,6.7,10.1,,HM,
Pyrrhulagra portoricensis_3,Pyrrhulagra portoricensis,Loxigilla portoricensis,NHMUK,1914.12.1.906,,M,,16.5,9.8,6.8,10,,HM,
Pyrrhulagra portoricensis_4,Pyrrhulagra portoricensis,Loxigilla portoricensis,NHMUK,1914.12.1.907,,F,,16.1,10.1,6.2,10.2,,HM,
Pyrrhulagra portoricensis_5,Pyrrhulagra portoricensis,Loxigilla portoricensis,NHMUK,92.1.12.18,,M,,19.2,NA,8.9,12.2,,GT,
Pyrrhulagra nigra_1,Pyrrhulagra nigra,Melopyrrha nigra,NHMUK,1885.12.13.379,,M,,12.7,8,6,9.2,,HM,
Pyrrhulagra nigra_2,Pyrrhulagra nigra,Melopyrrha nigra,NHMUK,1915.5.1.666,,M,,12.5,8,6,9.6,,HM,
Pyrrhulagra taylori_1,Pyrrhulagra taylori,Melopyrrha nigra,NHMUK,1904.8.17.112,,F,,13.3,8.3,5.9,9.9,,HM,
Pyrrhulagra taylori_2,Pyrrhulagra taylori,Melopyrrha nigra,NHMUK,1915.5.1.667,,F,,13.8,8.4,6,10.3,,HM,
Pyrrhulagra violacea_1,Pyrrhulagra violacea,Loxigilla violacea,NA,NA,,U,-,16.4,NA,NA,NA,,RR,Ricklefs 2017
